Source,Round,Number,Question,Answer
2022 SANDS,12,8,"“Hunter” led a mutated group of these people called the “Bad Batch.” These people were born in Tipoca city on the watery planet of Kamino. Inhibitor chips forced these people to turn on their masters when given (*) Order 66. Jango Fett was the template for these people, who made up the Grand Army of the Republic and fought against Separatist droids in their namesake wars. For 10 points, name these genetically identical soldiers from Star Wars.",clone troopers [or CT; accept The Clone Wars; prompt on Republic Troopers]
2022 SANDS,12,9,"This battle ended the losing ruler’s “Hundred Days” period. One side’s forces in this battle were saved by the arrival of a Prussian Army under Gebhard von Blucher. After this battle, the leader of the losing side was permanently exiled to the island of (*) St. Helena. For 10 points, the Duke of Wellington won what 1815 battle, the final defeat for Napoleon Bonaparte?",Battle of Waterloo
2022 SANDS,12,10,"Certain types of these devices suffer from the memory effect, which causes a decrease in efficiency over time. Those devices use electrodes made of nickel and cadmium to create a rechargeable circuit. The 2019 Nobel Prize in chemistry was awarded for the creation of the (*) lithium-ion type of these devices, which have succeeded their alkaline counterparts. For 10 points, name these devices that produce electrical energy and come in AAA and AA varieties.",batteries
2022 SANDS,12,11,"This collection includes one character who is carried out of a valley of diamonds by a giant bird called a roc. The magic words “Open Sesame!” are used in a story from this collection, in which Morgiana pours boiling oil on thieves hiding in jars to save (*) Ali Baba. Scheherazade relates one story per night in this work. For 10 points, name this collection of stories featuring characters like Sinbad and Aladdin.",One Thousand and One Nights [or The Arabian Nights’ Entertainment; or Kitāb Alf laylah wa-laylah]
2022 SANDS,12,12,"The concerto for this instrument nicknamed “The Cuckoo and the Nightingale” was composed by G.F. Handel. A toccata and fugue in D minor for this instrument were written by Johann Sebastian Bach. Players of this instrument use (*) stops to control its sound and may operate a pedalclavier with their feet. For 10 points, name this large keyboard instrument often found in churches, which produces sound by moving air through pipes.",pipe organ
2022 SANDS,12,13,"Mark Twain recounted becoming a “pilot” of this technology in his memoir Life on the Mississippi. The first commercially successful example of this technology was Robert Fulton’s Clermont. It's not trains, but this technology was made practical by improvements to James Watt’s designs of an (*) engine powered by water vapor. For 10 points, river transportation in the 19th century was revolutionized by what kind of boat?",steamboat [prompt on boat until mentioned]
2022 SANDS,12,14,"Two atoms of this element, along with ammonia, bind a central platinum metal in the chemotherapy agent cisplatin. A precursor to mustard gas was a diatomic gaseous form of this element. Compounds made entirely of Carbon, Fluorine, and (*) this element are responsible for the destruction of the ozone layer. Common uses for this element include bleach and pool disinfectants. For 10 points, name this element with atomic number 17 and chemical symbol Cl.",Chlorine
2022 SANDS,12,15,"This thinker wrote Beyond the Pleasure Principle, in which he theorized the love and death drives: Eros and Thanatos. This thinker conceptualized a complex where young sons show sexual drive towards their (*) mothers in his work The Interpretation of Dreams. The Oedipus complex was formulated by, for 10 points, what psychologist, who developed the id, ego, and superego and founded psychoanalysis.",Sigmund Freud
2022 SANDS,12,16,"Two Van Allen belts are held in place by this entity. Convection in the outer core is responsible for this entity according to dynamo theory. Scientists study the “stripes” in mid-ocean ridges to date the “reversals” of this entity. The (*) “north pole” determined by this entity lies southwest of the geographic North Pole. For 10 points, name this entity that causes compasses to point north on the third planet from the Sun.",Earth’s magnetic field [accept logical equivalents or geomagnetic field; prompt on just “magnetic field” with “of what planet”]
2022 SANDS,12,17,"A park in this city was designed by Frederick Law Olmsted and Calvert Vaux. A museum in this city named for Solomon R. Guggenheim features a white spiraling ramp and was designed by Frank Lloyd Wright. An Art Deco-style building in this city passed another one named for an (*) automobile manufacturer to claim the title of tallest in the world. For 10 points, name this city home to Central Park, the Chrysler Building, and the Empire State Building.",New York City [accept NYC]
2022 SANDS,12,18,"This leader issued the Decree of War to the Death during his Admirable Campaign. At the Guayaquil Conference, this leader met with his southern ally, José de San Martín. This leader formed the state of Gran Colombia after winning the (*) independence of New Granada. The nickname El Libertador was given to, for 10 points, what revolutionary, who freed much of South America from Spanish rule?",Simón de Bolívar
2022 SANDS,12,19,"This goddess created a serpent out of saliva to trick Ra into telling her his secret name. Along with Nephthys, this goddess was a daughter of Geb and Nut. After her husband is murdered by Set, this goddess searches across Egypt for the (*) fourteen pieces of his body. This goddess of magic was the mother of Horus. For 10 points, name this Egyptian goddess who was the wife of Osiris.",Isis
2022 SANDS,12,20,"The Sands Corporation controls many centers for this activity, such as Marina Bay in Singapore and multiple locations in the suburb of Paradise. Macau is a popular destination for this activity, which the economies of multiple (*) Native American reservations are built around. Tourists primarily visit the Las Vegas Strip to engage in this activity. For 10 points, name this activity done in casinos.",gambling
