Source,Round,Number,Label,Question,Answer
2022 SANDS,9,20,C,"[H] The Aborigines often conflicted with these specific people, who were first brought to Australia by the First Fleet. After becoming one of these people, Alfred Dreyfus was sent to live on Devil's Island.",convicts [or prisoners or convicted criminal; prompt on criminal alone]
2022 SANDS,10,1,L,"After the Sword in the Stone is broken in a fight, one figure receives this sword from an enchantress. For 10 points each:",
2022 SANDS,10,1,A,[M] Name this magical sword wielded by a King of Camelot who is advised by Merlin.,Excalibur
2022 SANDS,10,1,B,"[E] Excalibur is wielded by this mythical British king, who is served by the Knights of the Round Table.",Arthur Pendragon
2022 SANDS,10,1,C,"[H] Arthur received Excalibur from this figure. After Arthur is mortally wounded, the sword is thrown back into the water where this figure resides, and this figure helps carry Arthur to Avalon.",Lady of the Lake [or Nimue]
2022 SANDS,10,2,L,This poem attempts to “justify the ways of God to man.” For 10 points each:,
2022 SANDS,10,2,A,[M] Name this epic poem by John Milton about “man's first disobedience.”,Paradise Lost
2022 SANDS,10,2,B,"[H] This character builds the city of Pandemonium in Paradise Lost. This character, served by Beelzebub, tricks Uriel into showing him the way to Paradise.",Satan [accept the Devil or Lucifer]
2022 SANDS,10,2,C,[E] These two characters are expelled from the Garden of Eden in Paradise Lost. These two characters are considered the first humans on Earth in Christianity.,Adam and Eve
2022 SANDS,10,3,L,Dmitri Mendeleev is credited with creating the first version of these things. For 10 points each:,
2022 SANDS,10,3,A,"[E] Name this display that sorts elements based on their atomic numbers, organized into groups and periods.",periodic table
2022 SANDS,10,3,B,"[H] Along with the actinides, this series of fifteen elements is usually displayed below the other elements in the periodic table. They feature elements 57–71, and all but one of them progressively fill the 4f shell.",lanthanides
2022 SANDS,10,3,C,"[M] Lanthanides and actinides are also part of this group of metals, which includes those with partially filled d-shells. Most of these metals have multiple oxidation states.",transition metals
2022 SANDS,10,4,L,Zephyrus blows the central figure of this painting towards the shore. For 10 points each:,
2022 SANDS,10,4,A,"[H] Name this painting depicting the creation of the title goddess, who rides a seashell.",The Birth of Venus [or Nascita di Venere]
2022 SANDS,10,4,B,[M] This Italian artist painted The Birth of Venus as well as various mythological figures frolicking in an orange grove in Primavera.,Sandro Botticelli [or Alessandro di Mariano di Vanni Filipepi]
2022 SANDS,10,4,C,"[E] Botticelli’s Mystical Nativity is set shortly after the birth of this religious figure, and features the Virgin Mary and Joseph.",Jesus Christ [accept either name]
2022 SANDS,10,5,L,The speaker of this poem implores the title figure to “get thee back into the tempest and the Night’s Plutonian shore!” For 10 points each:,
2022 SANDS,10,5,A,"[M] Name this poem, in which the title figure “perched upon a pallid bust of Pallas” and repeats the line “nevermore.”",“The Raven”
2022 SANDS,10,5,B,"[H] The speaker of “The Raven” laments this “rare and radiant maiden,” who may have been the author’s wife, Virginia.",Lenore
2022 SANDS,10,5,C,[E] “The Raven” is a poem by this American author who wrote the first modern detective story: “Murders in the Rue Morgue.”,Edgar Allan Poe
2022 SANDS,10,6,L,"In one song, this rapper declares “say that you a lesbian, girl, me too”. For 10 points each:",
2022 SANDS,10,6,A,"[M] Name this Canadian rapper who released Certified Lover Boy in 2021. His most recent album, Honestly, Nevermind, includes songs like “Sticky” and “Massive”.",Drake [accept Aubrey Graham]
2022 SANDS,10,6,B,"[E] The cover for Drake’s album Certified Lover Boy features twelve pregnant women as these pictograms. These small images, often used to express feelings over text, include the “tears of joy” and “thumbs up sign”.",emojis
2022 SANDS,10,6,C,"[H] This artist and Project Pat appear on Drake’s song “Knife Talk” in Certified Lover Boy. This rapper of “Bank Account” claims that if he was “Will Smith [he] would’ve slapped him with a stick” on “Jimmy Cooks”, a single from Honestly, Nevermind.",21 Savage [accept Shéyaa Bin Abraham-Joseph]
2022 SANDS,10,7,L,"This committee is led by Mississippi’s Bennie Thompson and began its first in a series of new public televised hearings on June 9, 2022. For 10 points each:",
2022 SANDS,10,7,A,"[M] Name this select House committee formed to investigate the storming of the U.S. Capitol Building, which occurred two weeks before Joe Biden’s inauguration in 2021.",January 6th Committee [or United States House Select Committee on the January 6 Attack]
2022 SANDS,10,7,B,[H] Adam Kizinger and this woman are the only two Republicans on the committee. This representative from Wyoming was removed as head of the House Republican Conference for supporting Donald Trump’s impeachment.,Elizabeth “Liz” Cheney
2022 SANDS,10,7,C,"[E] The hearings revealed that, during the Capitol Riots, Trump's chief of staff wanted to “kill the narrative” that this man was in charge. This man was Trump’s Vice President.",Mike Pence
2022 SANDS,10,8,L,The murders of the “canonical five” victims are believed to be linked and the work of this man. For 10 points each:,
2022 SANDS,10,8,A,"[M] Name this unknown serial killer, who committed murders in the White Chapel district of London during the late 1800s.",Jack the Ripper
2022 SANDS,10,8,B,[E] One of the theories regarding Jack the Ripper’s identity claims he was a physician serving this queen. This queen had the longest reign of any British monarch until Elizabeth II recently surpassed her.,Queen Victoria
2022 SANDS,10,8,C,[H] Theories about Jack being a physician are supported by the fact that he removed some of these general items from his victims. Jack attached one of these general items to his “From Hell” letter.,organ [accept kidney or uterus; prompt on body parts]
2022 SANDS,10,9,L,Deposits from the GCF onto these structures cause the buildup of hardened plaque called tartar. For 10 points each:,
2022 SANDS,10,9,A,"[M] Name these anatomical structures, which have canine,molar and incisor types.",teeth
2022 SANDS,10,9,B,[H] This mineralized substance on the teeth is composed primarily of hydroxyapatite and can be degraded by dental caries.,enamel
2022 SANDS,10,9,C,"[E] Dental cavities can be prevented by using toothpaste enriched with an anion of this most electronegative element, with symbol F.",fluorine [accept fluoride]
2022 SANDS,10,10,L,This geographical region is known as the “fertile crescent.” For 10 points each:,
2022 SANDS,10,10,A,"[M] Name this region in the Middle East between the Tigris and the Eurphrates, where some of the first civilizations, like Akkad, originated.",Mesopotamia
2022 SANDS,10,10,B,"[E] The Tigris and Euphrates are two of these geographical features, whose confluence flows into the Persian Gulf.",rivers [accept Tigris River or Euphrates River]
2022 SANDS,10,10,C,"[H] This Mesopotamiam civilization is the earliest known human civilization. This civilization, whose city-states included Ur, developed the cuneiform writing system.",Sumerian Civilization
2022 SANDS,10,11,L,One person with this last name participated in the Rainbow Tour and was nicknamed Evita. For 10 points each:,
2022 SANDS,10,11,A,"[H] Give this last name of Isabel and Juan, two leaders of a South American country.",Perón [accept Eva Perón or Isabel Perón or Juan Perón]
2022 SANDS,10,11,B,[M] Juan Perón was the president of this South American country. This country fought against the British over control of a nearby archipelago in the Falklands War.,Argentina
2022 SANDS,10,11,C,"[E] In 1973, Left-wing supporters of Perón awaiting his return from exile were massacred while his plane landed at the Ezeiza International one of these locations.",airports
2022 SANDS,10,12,L,This man’s namesake diagrams can help visualize subatomic interactions. For 10 points each:,
2022 SANDS,10,12,A,"[M] Name this Caltech professor, who worked on quantum electrodynamics.",Richard Feynman
2022 SANDS,10,12,B,"[E] In Feynman diagrams, antiparticles are displayed as moving backwards with respect to this quantity. This quantity is measured in seconds.",time
2022 SANDS,10,12,C,"[H] Feynman proposed a parton model of these particles, which are composed of two or more quarks. These particles include mesons and baryons.",hadrons
2022 SANDS,10,13,L,"At the end of one novel, a member of this family breastfeeds an old starving man. For 10 points each:",
2022 SANDS,10,13,A,"[H] Name this fictional family that includes Rose of Sharon. One member of this family, Tom, is friends with the former preacher Jim Casy.",Joad family
2022 SANDS,10,13,B,[M] The Joad family appears in this author’s novel The Grapes of Wrath. This author also wrote about the migrant workers George and Lennie in Of Mice and Men.,John Steinbeck
2022 SANDS,10,13,C,"[E] The Joad family travels from Oklahoma to this state in The Grapes of Wrath. Salinas Valley is the setting of many works by Steinbeck in this state, which was the site of an 1849 gold rush and has its capital at Sacramento.",California
2022 SANDS,10,14,L,This creature had the strongest bite force of any terrestrial animal ever. For 10 points each:,
2022 SANDS,10,14,A,"[M] Name this carnivorous dinosaur from the Cretaceous period, whose name translates to “King of the Tyrant Lizards.”",Tyrannosaurus rex [or T. Rex]
2022 SANDS,10,14,B,"[H] One of the most complete T. Rex skeletons, named Sue for its discoverer, resides in this natural history museum in Chicago.",Field Museum of Natural History.
